library,owner,repo,number,html_url,title,state,created_at,updated_at,labels,matched_component,comments,reactions_plus_one
heroui,heroui-inc,heroui,6550,https://github.com/heroui-inc/heroui/issues/6550,[BUG] - Nested Disclosure inside Accordion breaks expansion behavior,open,2026-05-21T11:02:36Z,2026-05-21T11:03:15Z,,Accordion,0,0
heroui,heroui-inc,heroui,6470,https://github.com/heroui-inc/heroui/issues/6470,[BUG] - InputGroup breaks browser autofill highlight,open,2026-04-29T19:47:14Z,2026-04-29T20:03:55Z,,Button,1,0
heroui,heroui-inc,heroui,6406,https://github.com/heroui-inc/heroui/issues/6406,[BUG] - Toast promises cause DOMException,open,2026-04-07T03:57:38Z,2026-04-23T22:47:39Z,,Description,3,0
heroui,heroui-inc,heroui,6466,https://github.com/heroui-inc/heroui/issues/6466,"[BUG] - Adding ""dark"" theme to arbitrary dom element",open,2026-04-28T09:03:25Z,2026-05-19T13:14:16Z,,Input,0,0
heroui,heroui-inc,heroui,6460,https://github.com/heroui-inc/heroui/issues/6460,[BUG] - YOUR_ISSUE_TITLE_HERE_REPLACE_ME,open,2026-04-26T12:15:05Z,2026-04-26T12:15:05Z,,,0,0
heroui,heroui-inc,heroui,6457,https://github.com/heroui-inc/heroui/issues/6457,[BUG] Glass theme breaks Table/DataGrid header rendering,open,2026-04-25T17:27:45Z,2026-04-25T17:27:45Z,,Description,0,0
heroui,heroui-inc,heroui,6518,https://github.com/heroui-inc/heroui/issues/6518,[BUG] - controls are not disabled when they are in `<Fieldset disabled>`.,open,2026-05-13T07:24:26Z,2026-05-20T05:18:13Z,,CheckboxGroup,0,0
heroui,heroui-inc,heroui,6517,https://github.com/heroui-inc/heroui/issues/6517,[BUG] - The style of `<TextField isDisabled>` is different from `<Fieldset disabled>`.,open,2026-05-13T07:01:14Z,2026-05-20T05:18:10Z,,FieldError,0,0
heroui,heroui-inc,heroui,6494,https://github.com/heroui-inc/heroui/issues/6494,[BUG] - Tooltip causes warning when mounted after a drawer/modal,open,2026-05-08T00:48:10Z,2026-05-08T00:48:10Z,,Tooltip,0,0
heroui,heroui-inc,heroui,6330,https://github.com/heroui-inc/heroui/issues/6330,[BUG] - @theme inline prevents scoped theming,open,2026-03-20T05:39:35Z,2026-04-09T10:39:06Z,,Button,1,1
heroui,heroui-inc,heroui,6515,https://github.com/heroui-inc/heroui/issues/6515,[BUG] - Dropdown popover placement can be incorrect when transition properties animate,open,2026-05-12T14:13:10Z,2026-05-12T14:30:56Z,,Dropdown,1,0
heroui,heroui-inc,heroui,6509,https://github.com/heroui-inc/heroui/issues/6509,[BUG] - Toast: `useMediaQuery` for action button position causes SSR hydration mismatch,open,2026-05-11T23:31:27Z,2026-05-11T23:31:27Z,,Description,0,0
heroui,heroui-inc,heroui,6530,https://github.com/heroui-inc/heroui/issues/6530,"[BUG] - ""--color"" variables used inside shadow-dom - do not change at run-time.",open,2026-05-15T08:19:23Z,2026-05-15T09:52:37Z,,,0,0
heroui,heroui-inc,heroui,6508,https://github.com/heroui-inc/heroui/issues/6508,[BUG] - Toast: `toastHeights` state never cleaned up — memory leak in long-running sessions,open,2026-05-11T23:31:13Z,2026-05-11T23:31:13Z,,Toast,0,0
heroui,heroui-inc,heroui,6507,https://github.com/heroui-inc/heroui/issues/6507,"[BUG] - Toast: `toast.promise()` triggers two ViewTransitions in same microtask, causing guaranteed DOMException",open,2026-05-11T23:30:56Z,2026-05-11T23:30:56Z,,Toast,0,0
heroui,heroui-inc,heroui,6447,https://github.com/heroui-inc/heroui/issues/6447,"[BUG] - Modal.Dialog with scroll=""inside"" gets programmatically scrolled by focus scrollIntoView",open,2026-04-21T02:52:48Z,2026-05-21T11:03:13Z,,Button,1,0
heroui,heroui-inc,heroui,6532,https://github.com/heroui-inc/heroui/issues/6532,[BUG] -  `Select`/`Autocomplete` ignore `variant` prop and switch to 'primary' when `isInvalid` is set,open,2026-05-15T22:22:48Z,2026-05-17T06:48:56Z,,Select,2,1
heroui,heroui-inc,heroui,6360,https://github.com/heroui-inc/heroui/issues/6360,[BUG] - V3 calling AlertDialog inside Table.Cell (next.js),open,2026-03-27T16:57:46Z,2026-03-27T16:57:46Z,,AlertDialog,0,0
heroui,heroui-inc,heroui,6489,https://github.com/heroui-inc/heroui/issues/6489,"[BUG] - Select Popover is scrolled to wrong position, leaving selected item out of view",open,2026-05-07T13:15:45Z,2026-05-07T16:37:54Z,,Popover,0,0
heroui,heroui-inc,heroui,6158,https://github.com/heroui-inc/heroui/issues/6158,[BUG] - Select v3 re-render even when hovering.,open,2026-01-27T14:33:40Z,2026-04-05T07:23:59Z,,Popover,0,0
heroui,heroui-inc,heroui,6516,https://github.com/heroui-inc/heroui/issues/6516,[BUG] - ButtonGroup variant/size props don't propagate to Button when child is wrapped in Tooltip,open,2026-05-13T05:32:07Z,2026-05-13T06:10:00Z,,ButtonGroup,1,0
heroui,heroui-inc,heroui,6021,https://github.com/heroui-inc/heroui/issues/6021,[BUG] - ButtonGroup size prop incorrectly affects nested Buttons,open,2025-12-20T00:37:20Z,2026-04-05T07:24:04Z,,ButtonGroup,2,0
heroui,heroui-inc,heroui,6422,https://github.com/heroui-inc/heroui/issues/6422,"[BUG] -  Tooltip positioning breaks when Tooltip.Content contains interactive elements (e.g Button, Link)",open,2026-04-13T08:55:41Z,2026-05-12T13:49:45Z,,Tooltip,3,0
heroui,heroui-inc,heroui,6434,https://github.com/heroui-inc/heroui/issues/6434,"[BUG] - Checkbox, Switch, RadioGroup, CheckboxGroup: nested <label> elements and duplicate IDs break accessibility",open,2026-04-16T08:36:12Z,2026-04-16T11:35:30Z,,Checkbox,1,1
heroui,heroui-inc,heroui,6506,https://github.com/heroui-inc/heroui/issues/6506,[BUG] - Toast: `tabindex` set as CSS style property has no effect — non-frontmost toasts remain keyboard-tabbable,open,2026-05-11T23:30:41Z,2026-05-11T23:30:41Z,,Toast,0,0
heroui,heroui-inc,heroui,6480,https://github.com/heroui-inc/heroui/issues/6480,[BUG] - Button loading state causes insertBefore NotFoundError when DOM is modified by browser translation (Google Translate),open,2026-05-05T11:26:07Z,2026-05-05T11:26:07Z,,Button,0,0
heroui,heroui-inc,heroui,6361,https://github.com/heroui-inc/heroui/issues/6361,[BUG] - Dropdown stays open when opening AlertDialog from onAction on large screens,open,2026-03-28T06:12:16Z,2026-04-01T06:08:15Z,,AlertDialog,1,0
heroui,heroui-inc,heroui,6425,https://github.com/heroui-inc/heroui/issues/6425,[BUG] Drawer dialog max-h-[85vh] ignores visual viewport on iOS when keyboard opens,open,2026-04-14T01:09:16Z,2026-04-14T01:09:16Z,,Input,0,0
heroui,heroui-inc,heroui,6493,https://github.com/heroui-inc/heroui/issues/6493,[BUG] - @heroui/react@3.0.3 can crash Netlify SSR via @react-aria/i18n@3.13.0 export mismatch,open,2026-05-07T15:42:14Z,2026-05-10T12:23:49Z,,,2,0
heroui,heroui-inc,heroui,5912,https://github.com/heroui-inc/heroui/issues/5912,[BUG] - Tooltip stays open on button click which opens a popover,open,2025-11-19T06:59:25Z,2026-04-05T07:24:07Z,,Popover,0,0
heroui,heroui-inc,heroui,6344,https://github.com/heroui-inc/heroui/issues/6344,[BUG] - V3 - Dropdown popover doesn't hide if open a model by clicking on Dropdown.Item,open,2026-03-22T09:45:29Z,2026-04-17T13:27:58Z,,Dropdown,7,2
heroui,heroui-inc,heroui,6405,https://github.com/heroui-inc/heroui/issues/6405,[BUG] - V3 Migration guide recommends using a button within a button for adding a clear functionality to select.,open,2026-04-06T21:22:53Z,2026-04-13T08:23:31Z,,Button,0,0
heroui,heroui-inc,heroui,6467,https://github.com/heroui-inc/heroui/issues/6467,[BUG] - CollectionBuilder:714 Uncaught Error: cannot be rendered outside a collection.（@heroui/react@3.0.3 + react-aria-components@1.17.0 + React 19）,open,2026-04-29T13:15:36Z,2026-04-29T13:15:36Z,,Label,0,1
