library,owner,repo,number,html_url,title,state,created_at,updated_at,labels,matched_component,comments,reactions_plus_one
element-plus,element-plus,element-plus,7280,https://github.com/element-plus/element-plus/issues/7280,[Bug Report] [Component] [popover] Cannot read properties of null (reading 'insertBefore'),open,2022-04-20T11:08:20Z,2025-08-05T03:49:50Z,inactive,Popover,6,2
element-plus,element-plus,element-plus,6162,https://github.com/element-plus/element-plus/issues/6162,[Bug Report] table初始化回显失败,open,2022-02-19T01:44:27Z,2024-06-04T03:12:31Z,community::feature request|component::table|inactive,Link,7,0
element-plus,element-plus,element-plus,6696,https://github.com/element-plus/element-plus/issues/6696,[Bug Report] [Component] [table] table-layout not work when max-height is set,open,2022-03-17T10:45:40Z,2025-12-09T09:19:52Z,inactive,Empty,4,0
element-plus,element-plus,element-plus,3894,https://github.com/element-plus/element-plus/issues/3894,[Bug Report] Dialog setting property destroy-on-close is invalid,open,2021-10-15T12:13:31Z,2023-05-22T07:16:08Z,inactive|issue::unable to reproduce,Autocomplete,5,0
element-plus,element-plus,element-plus,4681,https://github.com/element-plus/element-plus/issues/4681,[bug report] Why is the table formatter called multiple times,open,2021-12-06T06:14:18Z,2022-01-09T16:18:31Z,component::table|inactive,Link,3,0
element-plus,element-plus,element-plus,12127,https://github.com/element-plus/element-plus/issues/12127,[BUG] [date-picker] 【bug】DatePicker 日期选择器 type为dates 设置 shortcuts 点击对应按钮报错 ,open,2023-03-20T09:35:56Z,2025-02-21T03:56:56Z,inactive,Link,4,0
element-plus,element-plus,element-plus,8395,https://github.com/element-plus/element-plus/issues/8395,[Bug Report] [Performance] Performance problem of `el-dropdown` when page update,open,2022-06-21T10:59:08Z,2025-04-22T03:25:58Z,inactive|performance related,Dropdown,1,0
element-plus,element-plus,element-plus,5165,https://github.com/element-plus/element-plus/issues/5165,"[Bug Report] [Style] [message, badge] auto import message's badge style",open,2022-01-05T15:38:58Z,2025-04-03T19:40:38Z,component::badge|component::message|inactive|project::bug,Badge,18,0
element-plus,element-plus,element-plus,6788,https://github.com/element-plus/element-plus/issues/6788,[Bug Report] [Component] [form-item] required message should respect i18n config,open,2022-03-23T15:32:04Z,2025-01-09T02:38:53Z,component::form|inactive|project::enhancement,Link,4,0
element-plus,element-plus,element-plus,6706,https://github.com/element-plus/element-plus/issues/6706,[Bug Report] [Component] [dialog] vloading directive not work with el-dialog,open,2022-03-18T06:24:20Z,2023-10-26T04:35:23Z,inactive,Link,13,1
element-plus,element-plus,element-plus,8064,https://github.com/element-plus/element-plus/issues/8064,[Bug Report] [Component] [date-picker] Date time picker cannot remove input value,open,2022-06-02T14:05:43Z,2022-07-02T16:03:20Z,inactive,Popover,0,0
element-plus,element-plus,element-plus,7520,https://github.com/element-plus/element-plus/issues/7520,[Bug Report] [Component] Dropdown menu is sometimes behind other elements in firefox,open,2022-05-05T14:43:32Z,2022-06-13T12:39:19Z,community::bug report|component::dropdown|inactive|issue::investigating,Dropdown,6,0
element-plus,element-plus,element-plus,4990,https://github.com/element-plus/element-plus/issues/4990,[Bug Report] el-steps可能出现顺序错乱,open,2021-12-27T09:57:58Z,2022-05-01T07:22:23Z,component::steps|inactive|project::bug,Link,3,1
element-plus,element-plus,element-plus,5694,https://github.com/element-plus/element-plus/issues/5694,[Bug Report] el-popover preventOverflow 没有默认支持 altAxis,open,2022-01-29T08:40:17Z,2022-02-28T16:17:46Z,component::popover|inactive|project::bug,Popover,1,0
element-plus,element-plus,element-plus,7503,https://github.com/element-plus/element-plus/issues/7503,[Bug Report] [Component] [space] ElSpace row last child element still has a gap,open,2022-05-05T06:21:25Z,2022-06-11T16:03:07Z,component::space|inactive|quality::style related,Space,7,0
element-plus,element-plus,element-plus,7406,https://github.com/element-plus/element-plus/issues/7406,[Bug Report] [Component] dropdown item don't close on click with router children,open,2022-04-27T16:12:10Z,2022-05-28T16:03:20Z,inactive,Dropdown,0,0
element-plus,element-plus,element-plus,7282,https://github.com/element-plus/element-plus/issues/7282,[Bug Report] [Component] [upload] Upload - percentage loading bar not working with manually upload,open,2022-04-20T13:37:27Z,2022-05-22T16:03:08Z,enhancement::new api|inactive|project::enhancement,Link,0,0
element-plus,element-plus,element-plus,6272,https://github.com/element-plus/element-plus/issues/6272,"[Bug Report] ElTable property :border=""false"" is invalid if your columns has group! ",open,2022-02-25T05:48:33Z,2022-03-27T16:17:09Z,inactive,Link,0,0
element-plus,element-plus,element-plus,3257,https://github.com/element-plus/element-plus/issues/3257,"[Bug Report] el-tooltip in typescript ,effect cannot be directly assigned to dark",open,2021-09-06T07:56:47Z,2022-01-18T16:20:31Z,has workaround|inactive|project::enhancement,Link,2,0
element-plus,element-plus,element-plus,7189,https://github.com/element-plus/element-plus/issues/7189,"[Bug Report] [Component] [autocomplete] Incorrect work of ""hide-loading"" property (empty drop-down list)",open,2022-04-16T11:42:40Z,2024-12-18T13:17:51Z,inactive,Autocomplete,2,0
element-plus,element-plus,element-plus,5432,https://github.com/element-plus/element-plus/issues/5432,[Bug Report] Scoped CSS does not work for components with `el-tooltip` as root,open,2022-01-17T09:09:45Z,2024-05-15T13:24:30Z,inactive,Cascader,4,1
element-plus,element-plus,element-plus,2032,https://github.com/element-plus/element-plus/issues/2032,[Bug Report] el-table-column's filtered-value can't react the real situations.,open,2021-05-20T06:57:18Z,2023-09-26T02:13:01Z,component::table|inactive,Empty,2,0
element-plus,element-plus,element-plus,7525,https://github.com/element-plus/element-plus/issues/7525,[Bug Report] [Component] [table] Table multiple selection doesn't work with data search filtering,open,2022-05-05T19:47:46Z,2022-10-29T21:02:56Z,community::bug report|component::table|has workaround|inactive|project::enhancement,Link,3,0
element-plus,element-plus,element-plus,7765,https://github.com/element-plus/element-plus/issues/7765,[Bug Report] [Component] [table-v2] el-table-v2 v-scrollbar-size doesn't work,open,2022-05-18T03:27:29Z,2022-06-17T16:03:21Z,inactive,Scrollbar,0,0
element-plus,element-plus,element-plus,3354,https://github.com/element-plus/element-plus/issues/3354, [Bug Report] el-input-number with double touch on trackpad will increase for twice,open,2021-09-11T15:20:38Z,2022-01-10T16:19:29Z,inactive|needs discussion,,6,0
element-plus,element-plus,element-plus,2908,https://github.com/element-plus/element-plus/issues/2908,"[Bug Report] When place a DatePicker in a Dialog, there will be some problems.",open,2021-08-11T07:42:05Z,2022-01-03T16:20:29Z,inactive|project::enhancement|🔨 vue issue,DatePicker,5,0
element-plus,element-plus,element-plus,4590,https://github.com/element-plus/element-plus/issues/4590,[Bug Report] Table row/cell is re-rendered when opening the collumn filter menu,open,2021-11-30T10:08:33Z,2022-01-03T16:20:11Z,component::table|inactive,Checkbox,0,0
element-plus,element-plus,element-plus,4320,https://github.com/element-plus/element-plus/issues/4320,"[bug report] Popover component reference slot nested tooltip component, Popover content will not appear",open,2021-11-09T07:01:41Z,2022-01-03T16:20:20Z,component::popper|has workaround|inactive,Popover,5,0
element-plus,element-plus,element-plus,18452,https://github.com/element-plus/element-plus/issues/18452,[Bug Report] [Component] [descriptions] el-descriptions-item is not visible when slot into a component,open,2024-10-08T02:20:40Z,2024-11-11T16:03:53Z,inactive,Link,1,0
element-plus,element-plus,element-plus,6993,https://github.com/element-plus/element-plus/issues/6993,[Bug Report] [Style] [descriptions-item] Descriptions的label-class-name和class-name 无效,open,2022-04-03T16:28:22Z,2023-02-20T06:41:04Z,inactive,Empty,11,0
element-plus,element-plus,element-plus,7261,https://github.com/element-plus/element-plus/issues/7261,[Bug Report] [Component] [select] @visible-change working wired when select is a remote search select,open,2022-04-19T16:17:25Z,2022-05-20T16:03:44Z,component::select|inactive|issue::investigating,Link,1,0
element-plus,element-plus,element-plus,7053,https://github.com/element-plus/element-plus/issues/7053,[Bug Report] [Component] [skeleton] count大于1时后续template未换行,open,2022-04-08T03:56:18Z,2022-05-08T16:03:07Z,inactive,Skeleton,0,0
element-plus,element-plus,element-plus,6282,https://github.com/element-plus/element-plus/issues/6282,[Bug Report] el-container内的el-container子元素高度问题,open,2022-02-25T08:38:19Z,2022-04-16T16:17:26Z,inactive,Scrollbar,1,0
element-plus,element-plus,element-plus,5307,https://github.com/element-plus/element-plus/issues/5307,[Bug Report] The el-cascader selector jitters the entire DOM when the browser zooms in,open,2022-01-11T07:35:43Z,2022-02-10T16:16:53Z,component::cascader|inactive|project::bug,Cascader,3,0
element-plus,element-plus,element-plus,4201,https://github.com/element-plus/element-plus/issues/4201,"[Bug Report] Internal and external rules of components are inconsistent（el-date-picker ， type=""datetime""）",open,2021-11-04T06:55:53Z,2022-01-18T16:20:08Z,inactive|project::bug,Link,2,0
element-plus,element-plus,element-plus,4003,https://github.com/element-plus/element-plus/issues/4003,"[Bug Report] In a fixed column table, a popover can't close by $refs method",open,2021-10-22T09:24:06Z,2022-01-18T16:20:09Z,inactive|issue::unable to reproduce,Popover,3,0
element-plus,element-plus,element-plus,2558,https://github.com/element-plus/element-plus/issues/2558,[bug report] datepicker date range selection cannot be self-adaptive in the pop-up box,open,2021-07-17T09:43:07Z,2022-01-03T16:20:31Z,component::datepicker|inactive,DatePicker,1,0
element-plus,element-plus,element-plus,13025,https://github.com/element-plus/element-plus/issues/13025,"[Bug Report] [Component] [menu] When <el-sub-menu /> gets <el-menu-item /> asynchronously, it expands abnormally",open,2023-05-31T09:25:16Z,2023-06-30T16:03:17Z,inactive,Link,0,0
element-plus,element-plus,element-plus,7380,https://github.com/element-plus/element-plus/issues/7380,[Bug Report] [Component] [popover] 气泡隐藏后长按气泡不显示,open,2022-04-25T15:31:12Z,2022-05-26T16:03:12Z,inactive,Link,2,0
element-plus,element-plus,element-plus,2735,https://github.com/element-plus/element-plus/issues/2735,[Bug Report] `<el-table-column>`'s default slot is called even if there's no data,open,2021-07-28T03:40:43Z,2022-02-09T03:13:50Z,component::table|inactive|project::bug,Link,7,1
element-plus,element-plus,element-plus,3786,https://github.com/element-plus/element-plus/issues/3786,[Bug Report] Autofocus an el-input not working when nested in el-drawer or el-dialog,open,2021-10-06T10:06:56Z,2022-01-18T16:20:16Z,inactive,Drawer,4,1
element-plus,element-plus,element-plus,20290,https://github.com/element-plus/element-plus/issues/20290,"[Style] [table, table-column] [Bug] fixed prop passing an empty string ("""") causes unexpected table layout/scroll behavior",open,2025-03-27T09:30:40Z,2025-04-27T16:03:59Z,inactive,Result,2,0
element-plus,element-plus,element-plus,8313,https://github.com/element-plus/element-plus/issues/8313,[Bug Report] [Component] [table] 表格横向滑动，表头和内容错位,open,2022-06-17T02:51:58Z,2024-09-06T10:13:52Z,inactive,Link,7,0
element-plus,element-plus,element-plus,16269,https://github.com/element-plus/element-plus/issues/16269,[Bug Report] ELTable树形结构展示时合并行出现异常,open,2024-03-27T08:01:54Z,2024-04-28T16:03:25Z,inactive,Link,4,0
element-plus,element-plus,element-plus,6529,https://github.com/element-plus/element-plus/issues/6529,[Bug Report] [Style] [All] 在 shadow dom 下，:root 选择器无法选中 html,open,2022-03-11T02:25:09Z,2023-07-18T09:10:14Z,inactive|needs discussion,Empty,6,0
element-plus,element-plus,element-plus,7708,https://github.com/element-plus/element-plus/issues/7708,[Bug Report] [Style] [All] 使用 AutoImport 的情况下全局样式丢失,open,2022-05-15T07:51:50Z,2023-03-09T07:40:45Z,eco::ssr|inactive|project::bug,Empty,7,0
element-plus,element-plus,element-plus,8296,https://github.com/element-plus/element-plus/issues/8296,[Bug Report] [Build] [All] vue.config.js configure ElementPlusResolver  importStyle: 'sass'，SassError: Invalid CSS after run error,open,2022-06-16T04:10:52Z,2022-07-16T16:03:25Z,inactive,Scrollbar,0,0
element-plus,element-plus,element-plus,7887,https://github.com/element-plus/element-plus/issues/7887,[Bug Report] date-picker 在 safari 13.1 版本中无法显示日期,open,2022-05-25T07:49:56Z,2022-06-29T16:13:09Z,inactive,Link,1,0
element-plus,element-plus,element-plus,7809,https://github.com/element-plus/element-plus/issues/7809,[Bug Report] [Component] [popover] popover auto-close属性使用后，tooltips不会消失,open,2022-05-20T12:11:56Z,2022-06-20T16:06:45Z,community::bug report|component::popover|component::tooltip|inactive|issue::investigating,Popover,1,0
element-plus,element-plus,element-plus,7394,https://github.com/element-plus/element-plus/issues/7394,[Bug Report] [Component] [input] el-input 的formatter功能太弱了，期望增强,open,2022-04-26T09:16:18Z,2022-05-29T16:03:11Z,community::feature request|component::input|inactive,Link,5,1
element-plus,element-plus,element-plus,6690,https://github.com/element-plus/element-plus/issues/6690,[Bug Report] [Component] [Select V2] 手機無法滾動下拉選單卷軸,open,2022-03-17T04:30:01Z,2022-04-16T16:17:25Z,inactive,Empty,0,0
element-plus,element-plus,element-plus,6478,https://github.com/element-plus/element-plus/issues/6478,[Bug Report] [Component] [tree-v2] el-tree-v2不支持平板上的滚动,open,2022-03-08T03:42:31Z,2022-04-07T16:17:58Z,component::virtual list|inactive|project::bug,Empty,0,0
element-plus,element-plus,element-plus,2206,https://github.com/element-plus/element-plus/issues/2206,[Bug Report] v-loading in el-dialog's footer slot causes 'Build failed with errors' in createSSRApp,open,2021-06-10T09:07:54Z,2021-12-19T11:06:53Z,contribution::accepting prs|contribution::help wanted|inactive|issue::investigating,Link,7,0
element-plus,element-plus,element-plus,20442,https://github.com/element-plus/element-plus/issues/20442,"[Component] [carousel-item, carousel] The bug of referencing Echarts in <el-carousel-item> within the el-carousel component",open,2025-04-16T02:39:41Z,2025-05-19T16:04:35Z,inactive,Carousel,1,0
element-plus,element-plus,element-plus,7501,https://github.com/element-plus/element-plus/issues/7501,[Bug Report] [Component] [date-picker] DateTimePicker的disabledDate无法控制到具体时间点,open,2022-05-05T03:34:09Z,2025-01-15T07:09:07Z,inactive,Empty,7,0
element-plus,element-plus,element-plus,4921,https://github.com/element-plus/element-plus/issues/4921,[Bug Report] el-table在改变columns出现顺序后，未发生变化,open,2021-12-22T03:37:36Z,2023-09-26T08:19:09Z,component::table|inactive,Link,4,0
element-plus,element-plus,element-plus,7409,https://github.com/element-plus/element-plus/issues/7409,[Bug Report] [Component] [popper] 跳转路由偶尔会出现卡死的情况,open,2022-04-28T01:42:24Z,2023-03-24T07:06:15Z,inactive,Empty,1,0
element-plus,element-plus,element-plus,8429,https://github.com/element-plus/element-plus/issues/8429,[Bug Report] Switching tabs will cause the bottom border of the table in the current tab to disappear,open,2022-06-23T06:28:20Z,2022-07-23T16:03:15Z,inactive,Switch,0,0
element-plus,element-plus,element-plus,8168,https://github.com/element-plus/element-plus/issues/8168,[Bug Report] [Component] [date-picker] date-picker type=datetimerange时在form中显示宽度错误,open,2022-06-08T00:56:09Z,2023-07-03T01:57:49Z,inactive,Link,5,2
element-plus,element-plus,element-plus,6454,https://github.com/element-plus/element-plus/issues/6454,"[Bug Report] [Component] [table, table-column] el-table嵌套使用时边框显示异常",open,2022-03-07T02:52:14Z,2022-04-06T16:17:53Z,component::table|inactive|project::bug,Link,0,0
element-plus,element-plus,element-plus,2387,https://github.com/element-plus/element-plus/issues/2387,[bug report] [El table tree layz load] the tree data loaded lazily is not written into the source table data,open,2021-06-30T02:49:20Z,2024-07-30T04:12:58Z,contribution::accepting prs|inactive|project::enhancement,Link,7,1
element-plus,element-plus,element-plus,5048,https://github.com/element-plus/element-plus/issues/5048,[Bug Report] el-table中default-sort属性对动态创建的el-table-column无效,open,2021-12-30T04:10:58Z,2023-08-12T06:34:48Z,component::table|inactive|project::bug,Link,2,0
element-plus,element-plus,element-plus,7481,https://github.com/element-plus/element-plus/issues/7481,"[Bug Report] [Component] [tree] When default-checked-keys is changed, the checked state of the node checkbox is not updated.",open,2022-05-03T06:39:35Z,2023-04-28T03:32:52Z,component::tree|inactive,Checkbox,4,0
element-plus,element-plus,element-plus,6591,https://github.com/element-plus/element-plus/issues/6591,[Bug Report] [Component] When the vertical navigation menu is collapsed，Reduce window height，Submenus not appearing in the correct position。,open,2022-03-13T09:23:54Z,2023-02-15T01:41:03Z,inactive,Link,7,0
element-plus,element-plus,element-plus,7581,https://github.com/element-plus/element-plus/issues/7581,[Bug Report] [Component] [loading] el-loading/组件使用 ElLoading.service  之后 vue onMounted钩子无效,open,2022-05-09T05:34:50Z,2022-06-08T16:03:25Z,community::bug report|component::loading|has workaround|inactive,Empty,1,0
element-plus,element-plus,element-plus,6747,https://github.com/element-plus/element-plus/issues/6747,"[Bug Report] [Component] [popover] when I scroll the page, the popper-over component will forcusupdate, so the page is caton",open,2022-03-22T04:16:15Z,2022-04-30T16:17:43Z,component::popover|component::table|documentation needed|inactive|performance related,Popover,1,0
element-plus,element-plus,element-plus,5939,https://github.com/element-plus/element-plus/issues/5939,"[Bug Report] When el-cascader appears within <label>, clicking the cascader while options are selected does not open the menu",open,2022-02-10T15:19:23Z,2022-03-23T16:17:29Z,component::cascader|inactive|project::bug,Cascader,2,0
element-plus,element-plus,element-plus,1840,https://github.com/element-plus/element-plus/issues/1840,"When setting a fixed column in the [bug report] table, other non fixed columns will have the same filling component",open,2021-04-14T08:39:17Z,2021-12-19T11:07:57Z,contribution::accepting prs|inactive|project::enhancement,Link,2,0
element-plus,element-plus,element-plus,7853,https://github.com/element-plus/element-plus/issues/7853,"[Bug Report] [Component] [select] el-select 使用#empty 插槽 ,使用blur()，无法关闭下拉弹窗",open,2022-05-23T07:44:55Z,2025-08-27T03:36:27Z,inactive,Empty,5,0
element-plus,element-plus,element-plus,19843,https://github.com/element-plus/element-plus/issues/19843,[Bug Report] 添加单独打包规则后，@floating-ui，lodash-unified，memoize-one，vue-demi 为空,open,2025-02-12T07:15:29Z,2025-03-14T16:03:59Z,inactive,Empty,0,0
element-plus,element-plus,element-plus,14725,https://github.com/element-plus/element-plus/issues/14725,[Bug Report] input-number组件 设置value-on-clear 清空输入框的值显示null,open,2023-11-01T03:19:54Z,2023-12-01T16:03:10Z,inactive,Link,1,0
element-plus,element-plus,element-plus,6511,https://github.com/element-plus/element-plus/issues/6511,"[Bug Report] [Component] [table, table-column] el-table 和并列之后 和并列的边框消失",open,2022-03-10T06:28:27Z,2022-04-10T16:17:11Z,component::table|inactive,Link,0,0
element-plus,element-plus,element-plus,7210,https://github.com/element-plus/element-plus/issues/7210,"[Bug Report] [Component] [date-picker] 日期选择器date-picker, type='month'，自定义内容不生效",open,2022-04-18T02:44:59Z,2023-04-26T08:36:09Z,inactive,Empty,2,0
element-plus,element-plus,element-plus,6909,https://github.com/element-plus/element-plus/issues/6909,[Bug Report] [Component] [dialog] 处于 el-dialog 内的 quill editor 无法自动关闭下拉菜单,open,2022-03-30T09:58:31Z,2022-04-29T16:24:02Z,inactive,Link,0,0
element-plus,element-plus,element-plus,2535,https://github.com/element-plus/element-plus/issues/2535,"[bug report] 'carousel' click 'indicator' to switch the middle item to the first or last item, and the white screen will appear",open,2021-07-15T02:14:21Z,2021-12-19T11:04:51Z,has pr|inactive|project::enhancement,Link,3,0
element-plus,element-plus,element-plus,6377,https://github.com/element-plus/element-plus/issues/6377,"[Bug Report] [Component] [select, select-v2] While clicking on the input with a value in the select component, the value is being cleared",open,2022-03-02T09:53:54Z,2023-12-04T09:27:53Z,inactive,Link,2,0
element-plus,element-plus,element-plus,13036,https://github.com/element-plus/element-plus/issues/13036,[Style] [cascader] 级联组件多选且动态加载时不同级别数据回显bug,open,2023-06-01T01:01:24Z,2023-08-10T08:47:57Z,inactive,Cascader,2,0
element-plus,element-plus,element-plus,5541,https://github.com/element-plus/element-plus/issues/5541,[Bug Report] @use rules must be written before any other rules. 无法使用additionalData注入import的scss文件,open,2022-01-21T15:09:13Z,2023-04-21T15:01:37Z,inactive|issue::investigating,Link,2,0
element-plus,element-plus,element-plus,7788,https://github.com/element-plus/element-plus/issues/7788,[Bug Report] [Component] [table] 当table子节点为lazy情况下 expand-row-keys default-expand-all不可用,open,2022-05-19T08:53:38Z,2022-06-27T09:28:32Z,inactive,Link,1,0
element-plus,element-plus,element-plus,3645,https://github.com/element-plus/element-plus/issues/3645,"[bug report] El table: when the mouse wheel scrolls over fixed columns and ordinary columns, the scrolling distance of the table is inconsistent",open,2021-09-26T03:15:38Z,2022-01-18T16:20:19Z,inactive,Link,1,0
element-plus,element-plus,element-plus,19051,https://github.com/element-plus/element-plus/issues/19051,[Bug Report] repeat-click事件中mousedown和mouseup监听的元素不一致mouseup未监听到到,open,2024-11-29T07:01:52Z,2024-12-29T16:03:38Z,inactive,Link,0,0
element-plus,element-plus,element-plus,4916,https://github.com/element-plus/element-plus/issues/4916,[Bug Report] unplugin-vue-components 按需导入的依赖项更新导致页面无限次重载,open,2021-12-21T07:46:15Z,2023-12-01T02:55:10Z,inactive|issue::investigating,Link,9,0
element-plus,element-plus,element-plus,8017,https://github.com/element-plus/element-plus/issues/8017,"[Bug Report] [Component] [select, option] Allow null in select : Invalid prop: type check failed for prop ""value"". Expected String | Number | Boolean | Object, got Null",open,2022-05-31T14:22:14Z,2023-03-29T10:45:52Z,inactive,Empty,2,0
element-plus,element-plus,element-plus,8280,https://github.com/element-plus/element-plus/issues/8280,"[Bug Report] [Component] [time-picker] TimePicker component After clicking the blank space to collapse the drop-down box, the onchange event is not triggered.",open,2022-06-15T11:46:02Z,2022-07-16T16:03:27Z,inactive,Empty,2,0
element-plus,element-plus,element-plus,3159,https://github.com/element-plus/element-plus/issues/3159,"[Bug Report] el-menu: Slot ""default"" invoked outside of the render function: this will not track dependencies used in the slot. Invoke the slot function inside the render function instead.",open,2021-09-01T01:29:21Z,2025-12-19T07:31:25Z,inactive|project::enhancement,Collapse,9,1
element-plus,element-plus,element-plus,5044,https://github.com/element-plus/element-plus/issues/5044,[Bug Report] 將DateTimePicker放入Dialog裡，在較低解析度螢幕有下方被切掉的情況。,open,2021-12-30T03:19:43Z,2022-09-04T04:57:25Z,component::dialog|component::popper|has workaround|inactive,Link,4,0
element-plus,element-plus,element-plus,7240,https://github.com/element-plus/element-plus/issues/7240,[Bug Report] [Performance] [table] keepalive切换组件时，会触发deactive组件的resize事件，导致渲染慢,open,2022-04-19T06:29:25Z,2022-05-19T16:10:34Z,inactive,Empty,0,0
element-plus,element-plus,element-plus,7272,https://github.com/element-plus/element-plus/issues/7272,[Bug Report] [Component] [table] 切换路由时，快速移动鼠标到tooltip出现，新页面tooltip不消失,open,2022-04-20T07:39:25Z,2024-09-03T03:31:35Z,inactive,Tooltip,3,0
element-plus,element-plus,element-plus,8367,https://github.com/element-plus/element-plus/issues/8367,"[Bug Report] [Component] [date-picker] date-picker的默认插槽v-if=""false""仍然会生效，导致picker无内容",open,2022-06-20T07:19:08Z,2022-07-21T16:03:24Z,inactive,Empty,2,0
element-plus,element-plus,element-plus,7723,https://github.com/element-plus/element-plus/issues/7723,[Bug Report] [Component] [table-column] el-table-column v-if和v-else之间有注释组件被创建的问题,open,2022-05-16T10:34:56Z,2022-06-15T16:03:09Z,inactive,Empty,1,0
element-plus,element-plus,element-plus,6116,https://github.com/element-plus/element-plus/issues/6116,[Bug Report] 引用自定义组件文件名和ElementPlus内部组件名重名引起的栈溢出,open,2022-02-17T04:22:32Z,2022-09-09T10:31:14Z,inactive|issue::investigating|project::ci,Link,5,0
element-plus,element-plus,element-plus,7119,https://github.com/element-plus/element-plus/issues/7119,[Bug Report] [Style] [col] Element plus 的el-row和el-col 打印的时候 由于 media only screen导致无法自适应,open,2022-04-12T02:48:07Z,2022-05-23T16:03:16Z,inactive,Empty,1,0
element-plus,element-plus,element-plus,6749,https://github.com/element-plus/element-plus/issues/6749,"[Bug Report] [Component] [date-picker] el-date-picker 在 Safari 上选择后不显示，value-format=""x"" 不能将值转为时间戳",open,2022-03-22T06:43:30Z,2022-05-07T16:03:30Z,inactive|issue::unable to reproduce,Empty,2,0
element-plus,element-plus,element-plus,10925,https://github.com/element-plus/element-plus/issues/10925,"[Bug Report] [Component] [table] 无数据时，#default=""scope""会执行一次；当给列添加width属性后，#default=""scope""会执行多次",open,2022-12-07T08:33:41Z,2025-04-29T01:52:18Z,component::table|inactive,Link,4,0
element-plus,element-plus,element-plus,3879,https://github.com/element-plus/element-plus/issues/3879,"[bug report] when the date component El date picker uses the shortcut option shortcuts, the shortcut items will not change after switching to internationalization. Refresh the entire page before it changes.",open,2021-10-14T08:15:54Z,2023-12-11T04:05:59Z,inactive,Link,10,2
element-plus,element-plus,element-plus,8185,https://github.com/element-plus/element-plus/issues/8185,[Bug Report] [Component] [tree-v2] tree v2 过滤后点击父节点复选框 选中所有节点，不是当前过滤后子节点,open,2022-06-08T09:55:34Z,2024-03-13T06:17:28Z,inactive,Link,3,1
element-plus,element-plus,element-plus,7619,https://github.com/element-plus/element-plus/issues/7619,[Bug Report] [Component] [table] el-table 的cell.key目前配置包含row.index，当row.index改变，row.key未改变，整行重新渲染了,open,2022-05-10T10:35:18Z,2024-03-08T02:51:03Z,community::bug report|component::table|inactive,Alert,12,0
element-plus,element-plus,element-plus,6755,https://github.com/element-plus/element-plus/issues/6755,[Bug Report] [Component] [input] iOS系统，存在多个el-input的情况下，单行输入框有时不能抢到textarea的输入焦点,open,2022-03-22T09:27:19Z,2022-04-25T16:18:31Z,component::input|env::browser|inactive|🔨 vue issue,Link,1,0
element-plus,element-plus,element-plus,7109,https://github.com/element-plus/element-plus/issues/7109,"[Bug Report] [Component] [table, table-column] 当每一列的宽度加起来不够整个表格的宽度宽时，表头和内容会错位",open,2022-04-11T09:51:56Z,2022-05-11T16:03:38Z,inactive,Link,0,0
element-plus,element-plus,element-plus,7361,https://github.com/element-plus/element-plus/issues/7361,[Bug Report] [Style] [table] el-table 自定义列模板 demo，按钮那一列的列宽较小时，会出现不符合预期的省略号,open,2022-04-24T14:01:51Z,2022-06-10T16:03:32Z,component::table|inactive|issue::investigating|quality::style related,Link,2,0
element-plus,element-plus,element-plus,7362,https://github.com/element-plus/element-plus/issues/7362,"[Bug Report] [Component] [table, input-number] el-table children树状 + el-input-number 点击输入框快捷加减后，会将所有收起的行进行展开。",open,2022-04-24T14:06:44Z,2022-05-24T16:03:16Z,inactive,Empty,0,0
element-plus,element-plus,element-plus,7359,https://github.com/element-plus/element-plus/issues/7359,"[Bug Report] [Component] [dialog, drawer] 《plus版本》在document添加的全局监听事件，在dialog或者抽屉中无法监听target，element版本没有问题",open,2022-04-24T12:33:08Z,2024-07-26T09:58:32Z,inactive,Drawer,6,0
element-plus,element-plus,element-plus,7435,https://github.com/element-plus/element-plus/issues/7435,[Bug Report] [Component] [date-picker] 组件el-date-picker，使用日语输入法[例如Microsoft IME]，切换输入结果时日期选择面板的值变为了NaN,open,2022-04-29T07:00:02Z,2022-06-04T16:03:03Z,component::datepicker|inactive,DatePicker,0,0
element-plus,element-plus,element-plus,7190,https://github.com/element-plus/element-plus/issues/7190,"[Bug Report] [Component] [menu, sub-menu] ElMenu 的垂直菜单(1级)的弹出菜单(2级)一旦贴到屏幕底部，其子菜单(3级) 的位置就不对了。",open,2022-04-16T14:38:40Z,2023-04-25T00:49:53Z,inactive,Empty,3,0
element-plus,element-plus,element-plus,8169,https://github.com/element-plus/element-plus/issues/8169,[Bug Report] [Component] [table-v2] Virtualized Table 虚拟化表格-表头分组功能，当设置column的fixed属性为true时，鼠标在表格内容区域不断移动时，会不断渲染CustomizedHeader组件，导致内存攀升,open,2022-06-08T03:04:30Z,2023-12-01T09:01:36Z,inactive,Link,3,0
heroui,heroui-inc,heroui,6519,https://github.com/heroui-inc/heroui/issues/6519,[BUG] - HeroUI: Low Rendering Performance,open,2026-05-14T08:12:31Z,2026-05-14T09:14:21Z,,Button,1,0
heroui,heroui-inc,heroui,6409,https://github.com/heroui-inc/heroui/issues/6409,[BUG] - HeroUI Toast InvalidStateError,open,2026-04-07T21:34:27Z,2026-05-20T10:55:21Z,,Toast,7,1
